objectid,title,creator,date,description,subject,exhibition,latitude,longitude,source,identifier,type,format,language,rights,rightsstatement,display_template,object_location,image_small,image_thumb,ig_link
coll022,Cebu Cereals,,,"Pigafetta’s word list is evidence that several cereals grew in the Cebu (ZEUBU) area. In addition to millet, already described in an earlier post, there was sorghum that natives called BATAT. Like Pigafetta’s entry HUMAS for millet, BATAT has vanished from usage. Sorghum is a grass grown for grain and fodder. Today it is the “propinquum” kind of sorghum that Southeast Asia and China cultivate. The third cereal thriving in 1521 was rice that the chronicler said was called BUGHAX BARAS. Perhaps the first word, pronounced “bughas” is today’s BUGAS. BARAS means shaft, as in a long and narrow handle. Could it refer to the shape of the long rice stalk or stem?",Cebu; Zeubu; Bughas,Magellan Menu,,,"Image is a colored version of Pigafetta’s hand-drawn map. Shown in Vibal Foundation’s PHILIPPINE CARTOGRAPHY 1320-1899 by Carlos Quirino, edited by Carlos Madrid, with a foreword by Ambeth Ocampo and introduction by Thomas Suarez.",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1_XTZsen4kKWf7oe8YhzopWEfVrHw4zly,https://lh3.googleusercontent.com/d/1_XTZsen4kKWf7oe8YhzopWEfVrHw4zly,https://lh3.googleusercontent.com/d/1_XTZsen4kKWf7oe8YhzopWEfVrHw4zly,https://www.instagram.com/p/B3yoy88H6g4/
coll023,The Knight Writer,,,"Antonio Pigafetta joined the circumnavigation voyage last minute. He was not its official chronicler but because of his post-sail book, “First Voyage Around the World,” became its popular voice. The logbook of Victoria, the only ship of five that made it back was written by Francisco Albo from its arrival in Brazil till its return to Spain. Pigafetta was made a Knight of the Order of Rhodes (and Malta) for his valour. His family resided in a “palacio” – although not a grand and large one when compared with those of royalty. It has an escutcheon with white above, black below, with a white transverse bar running left to right. It’s motto was “No rose without a thorn.” His curiosity about people’s and places benefits Philippine food scholars greatly. More about his observations in coming posts. ctto Image shows a medieval outfit of a Knight of Rhodes. The order still exists.",First Voyage; Knight of the Order of Rhodes,Magellan Menu,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1GNFXzh6QOE_VPKGBoBFp4pacvpEtW-St,https://lh3.googleusercontent.com/d/1GNFXzh6QOE_VPKGBoBFp4pacvpEtW-St,https://lh3.googleusercontent.com/d/1GNFXzh6QOE_VPKGBoBFp4pacvpEtW-St,https://www.instagram.com/p/B314tdhnZaU/
coll024,Pinoy Food 1521,,,"Pigafetta is responsible for the first written and published evidence of the Filipino diet. He recorded that the following were eaten in central Philippines: sugarcane, rice, honey, salt, hog, goat, chicken, LAGHAN kind of sea snails, millet, sorghum, ginger, garlic, orange and lemon (local types), egg (chicken, tabon and turtle), cocoanut, vinegar (of coconut), bat as large as an eagle, different kinds of fish, crab, “roots resembling turnip in taste,” nangka, gourds, bananas of different varieties, camote (written as BATATE in the Italian manuscript). One can imagine what dishes were made with them, although no names and recipes were given. He even offers the first description of how natives used coconut as food. Pigafetta provides a glimpse into Philippine cooking ingredients of 1521.",Filipino Diet,Magellan Menu,,,"BAPTISM IN CEBU by Fernando Amorsolo, 1948. Collection: Bangko Sentral ng Pilipinas",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1fDNwoR1s6TLJN6c9sl2TE9sdXe1saf-9,https://lh3.googleusercontent.com/d/1fDNwoR1s6TLJN6c9sl2TE9sdXe1saf-9,https://lh3.googleusercontent.com/d/1fDNwoR1s6TLJN6c9sl2TE9sdXe1saf-9,https://www.instagram.com/p/B34HFfDHHgQ/
coll025,Victoria; Trinidad,,,"The boat Pigafetta was on when he returned to Spain. He was originally on the flagship Trinity with Captain-General Magallanes who let his sick men pig out on a sow at Homonhon Island, March 17, 1521. Pigs were eaten in insular Southeast Asia. Columbus had to introduce swine to the Americas where they did not exist.",Antonio Pigafetta; Victoria; Trinidad,Magellan Menu,,,"Ortelius map, 1590. Wikipedia",,Image;Still Image,image/jpeg,,public domain,https://creativecommons.org/publicdomain/mark/1.0/,image,https://lh3.googleusercontent.com/d/1OzOFfy0PVXY4fm7k_UEPXi291a2yWSnb,https://lh3.googleusercontent.com/d/1OzOFfy0PVXY4fm7k_UEPXi291a2yWSnb,https://lh3.googleusercontent.com/d/1OzOFfy0PVXY4fm7k_UEPXi291a2yWSnb,https://www.instagram.com/p/B21Tmyan0Vb/
coll026,Getting Authentic,,,"During Lapulapu’s lifetime there was roasting. Pigafetta proves that by writing in 1521 that he ate roast pork and fish. But he doesn’t reveal if the roasting was done on a spit, using something like a barbecue stick or skewer, or laid on a grill that might have been made of wood. Roasting is an early, basic cooking technique. One only needs an open fire to roast. RP archaeological sites in Tawi Tawi and Butuan, areas within the scope of Pigafetta’s voyage had remains of cooked food, likely roasted, as far back as 7,000 years ago and the 11th and 12th centuries of the Common Era, respectively. It was likely 400,000 to 360,000 BC when our ancestor, Homo erectus hominid (Peking man) of the Middle Pleistocene era used fire to cook hunted deer.",Lapu-lapu; Roasting; Pigafetta,Magellan Menu,,,LAPULAPU painted by Fernando Amorsolo in 1951. It is at Manila Hotel for all to view.,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1WMONV6Q1qBpDddXjt3dqYjnVPFxqCVZJ,https://lh3.googleusercontent.com/d/1WMONV6Q1qBpDddXjt3dqYjnVPFxqCVZJ,https://lh3.googleusercontent.com/d/1WMONV6Q1qBpDddXjt3dqYjnVPFxqCVZJ,https://www.instagram.com/p/B353dzUnShb/
coll027,When the Holy Child Found its Cebu Home,,,"On April 14, 1521 Magallanes gave Rajah Humabon’s primary consort, Hara Humamay (baptised Juana), a statue of the Holy Child Jesus made in the Flemish style. Pigafetta recorded that at the time there was not only roasting but, in earthenware pots, cooking. Perhaps the broths with fish or pork were made in them. But he also recorded cooking in bamboo tubes. Broths can be cooked in them as well in shells. Pigafetta preferred the rice cooked in bamboo to that cooked in a pot. He wrote that leaves were used as a pot liner when rice was cooked. In Cebu tagnáwan tree leaves were known in the 19th century to serve the purpose. One wonders if they may have been used because Pigafetta knew banana leaves but did not say they lined pots. In the Philippines the earliest earthenware so far found by the Philippine National Museum is 7,340 years old and from Tawi-Tawi. Pots allow new forms of cooking and give us soups, stews, porridges, and a host of other dishes. ctto If you want to see the Holy Child given in 1521 (shown in photo), it is lovingly conserved at its basilica in Cebu City.",Ferdinand Magallanes; Rajah Humabon; Hara Humamay; earthenware,Magellan Menu,,,,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1R_JbRu8tCPS8Le7_V0o5H3GHwc1sTbE9,https://lh3.googleusercontent.com/d/1R_JbRu8tCPS8Le7_V0o5H3GHwc1sTbE9,https://lh3.googleusercontent.com/d/1R_JbRu8tCPS8Le7_V0o5H3GHwc1sTbE9,https://www.instagram.com/p/B38ndaynCc-/
coll028,Pigafetta’s Elephant Ride,,,"In addition to roasting and cooking in a clay pot, Pigafetta identified a third cooking procedure practised in 1521: baking. It is first mentioned as the way cakes of rice and millet wrapped in leaves were made. The cakes were part of the ritual to consecrate a pig for sacrifice. Likely the thickly wrapped cakes were baked inside mounds of hot ash, even the remains of fires used for roasting. (The beehive oven was introduced much later.) While sailing in southern waters he arrived at Borneo. On June 15, 1521 three praus from there brought foods including rice wrapped in leaves. Some resembled sugar loaves in size and shape; others were somewhat longish. There was also rice made in the manner of tarts using egg and honey. He was fetched later by 2 elephants with silk trappings to bring him to and from the Borneo king. The elephants were preceded by a dozen men carrying porcelain jars covered with silk and containing the crew’s gifts. Borneo is really close geographically to the Philippines. One wonders if it is true that the Sultan of Sulu had elephants, their 2 progenitors a gift from the ruler of Java that is also nearby. Dwarf elephants lived on Luzon 2,580,000 to 11,700 years ago. Possibly on Panay, too. They may have been the size of a dog like my rottweiller. ctto “Siamese Army on the March” 1893. Wild elephants were tamed into service as beasts of burden for agriculture, transportation, and even warfare.",Antonio Pigafetta; Sultan of Sulu; King of Borneo; baking; Luzon; Panay,Magellan Menu,,,,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1ZgVbmQ6fPhJlNWgFGP6cZwW49iYgKbwJ,https://lh3.googleusercontent.com/d/1ZgVbmQ6fPhJlNWgFGP6cZwW49iYgKbwJ,https://lh3.googleusercontent.com/d/1ZgVbmQ6fPhJlNWgFGP6cZwW49iYgKbwJ,https://www.instagram.com/p/B3_FldrncLC/
coll029,Flavouring Pinoy Food,,,"One immediately notes that Pigafetta does not describe Filipino dishes using any of the spices that were commercial commodities along the ancient silk route. It is only when he gets to Borneo that he mentions being served refreshments of cloves and cinnamon. He finds the best cinnamon growing, though, on “the island of Butuan and Calaghan” and after leaving Visayan islands for good, finds cloves in 5 islands making up the Moluccas. But residents of the Visayas knew the spices the Portuguese bought. In Cebuano, Pigafetta records MANISSA for pepper, CHIANCHE for clove, MANA for cinnamon. Ginger was the only spice Pigafetta ate in the Philippines; it was freshly harvested and accompanied roasted fish and rice.",Antonio Pigafetta; spices,Magellan Menu,,,Photo of spices and a Chinese compass by FSM,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/11Zz85AaxI_l3odhFgrdIlKbOvfv7RbLF,https://lh3.googleusercontent.com/d/11Zz85AaxI_l3odhFgrdIlKbOvfv7RbLF,https://lh3.googleusercontent.com/d/11Zz85AaxI_l3odhFgrdIlKbOvfv7RbLF,https://www.instagram.com/p/B4AhEADnend/
coll030,A Taste of Visayan Food,,,"The first circumnavigation crew would have satisfied their tastebud cravings the way Visayans did. One of Pigafetta’s most important observations is that the natives knew natural fermentation: coconut vinegar and alcoholic beverages of coconut, nipa, and rice. Before fermentation, tuba was sweetish. Along with honey, ripe fruits, and fresh sugarcane juice one’s sweet tooth could be satisfied. Tastebuds are warning devices of the human body, alerting when there is not enough or a surfeit of a taste that could cause sickness, even emotional imbalance. Sourness came from the coconut vinegar and native lemon. Salty was satisfied by salt. In fact Pigafetta found some dishes too salty. What could have been bitter? Charred meat as well as cinnamon and clove if they chewed on them. Maybe foraged fruits and leaves? Umami desire was satisfied by savory, “proteiny” cooked meats and meaty broths. No tastebud has been found reacting only and specifically to piquancy, so it is considered a mouth feel. Raw garlic and ginger provided the pricking to perk up a meal. Even if Pigafetta likely left out describing other culinary experiences, what he did describe celebrates how Filipinos used their surroundings to satisfy tastebuds, hunger and the dream of a good meal. In food history writing one has to avoid presuming ingredients, tools, and processes were around when they are not mentioned. Future sources are sure to mention them as our forthcoming vignettes will explain.",Antonio Pigafetta; fermentation,Magellan Menu,,,"LAPULAPU by Fernando Amorsolo, 1951. On display at Manila Hotel.",,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1Axat9txtFuW5lBbdQ60YfmTp8yYcB9lc,https://lh3.googleusercontent.com/d/1Axat9txtFuW5lBbdQ60YfmTp8yYcB9lc,https://lh3.googleusercontent.com/d/1Axat9txtFuW5lBbdQ60YfmTp8yYcB9lc,https://www.instagram.com/p/B4C_buZHriR/
coll031,1521 Foodie Faves,,,"Although the ingredients recorded by Pigafetta are few when compared to today’s, many foods could have been made with just them. Foods today that could have been made during Pigafetta’s short visit in 1521 include among many others: paksiw and kilaw without chili, inihaw, bagoong, salted fish, towa, tinowa, tola, tinola, sinigang, linaga, pakang, pinais, guinataan, priyaparan a manok, palitaw, daral, suman, puto, putti mandi, puto maya, tupig, junay, pinakro, buko juice, tuba, lambanog, tapay. Image is from “Culinary Culture of the Philippines” 1976 Bancom Pigafetta’s memoirs are important descriptions of RP food before new ingredients arrived from Mexico and other Spanish colonies in the Americas such as tomato, chili, corn, cacao. There was yet no kalamansi or large eating mango, and no sugarcane syrup or sugarcane sugar. They are for another set of food history stories.",Antonio Pigafetta; memoirs,Magellan Menu,,,,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1Z5bOmnbMPOKzYnL6oZsMM1ZsFW83R-V9,https://lh3.googleusercontent.com/d/1Z5bOmnbMPOKzYnL6oZsMM1ZsFW83R-V9,https://lh3.googleusercontent.com/d/1Z5bOmnbMPOKzYnL6oZsMM1ZsFW83R-V9,https://www.instagram.com/p/B4KbpqZHylI/
coll032,Ransomed for Food,,,"Throughout Pigafetta's trip around insular Southeast Asia, a major concern was stocking water, fire wood and food. In those days there was yet no food with a long shelf-life. Although fabrics, clothing, metal, hats, glass beads and other items were carried to trade for food, capturing a boat and taking prisoners to be ransomed for food was a common strategy. Word spread it was best to feed the foreigners and let them be off on their quest. On July 29, 1521 (3 months after Magallanes died), Pigafetta's colleagues captured a feared captain-general of the Bornean king. He turned out to be the son of the ""king of Luzon."" Pigafetta used ""king"" for lack of another term to mean the head or chief of a community or state whatever its size. Giovan Carvaio, their pilot, let the prince go in exchange for gold! Finding food to feed the voyagers continued as they continued circling the globe. Image shows real gold barter rings. They came as small as a thumbnail to larger than a big bracelet.",Antonio Pigafetta; Giovan Carvaio,Magellan Menu,,,GINTO: History Wrout in Gold by Ramon Villegas for Bangko Sentral ng Pilipinas.,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1srz9Kv2DDXWxsGqJllrlBnEW2N-alhTh,https://lh3.googleusercontent.com/d/1srz9Kv2DDXWxsGqJllrlBnEW2N-alhTh,https://lh3.googleusercontent.com/d/1srz9Kv2DDXWxsGqJllrlBnEW2N-alhTh,https://www.instagram.com/p/B4OPIFVHW3N/
coll033,Like the Peach,,,"Pigafetta records Philippine edibles similar to those in other parts of insular Southeast Asia. He also notes some not included in his Philippine stories. One of them is Guava that he tasted in the Malucho islands. He describes it as tasting like peach. In Renaissance art, the peach symbolised purity; a rotten or half-eaten one meant a woman's reputation was compromised. Other foods specified by Pigafetta are almonds, sweet and tasty pomegranates, watermelons, wild cucumbers, gourds, and comulicai similar to a large cucumber. He made a vocabulary of ""words spoken by Moro people in the area"" (also called ""A Malay Vocabulary"") noting they had only been there for the last 50 years having pushed the indigenous peoples upland to where the clove trees grow wild. In central Philippines he listed as food ""roots like turnips"" but he had no word for them. In the vocabulary he calls them ubi. The word guave comes from guayaba, used in Spanish and likely from a Taino word as spoken in the Caribbean. It seems guava originated in Mexico, Central and South America, and the Carribean.",Antonio Pigafetta; Malucho Islands; guava,Magellan Menu,,,"BOY WITH A BASKET OF FRUIT. Attributed to Caravaggio. 1593, around 33 years after Pigafetta died. Galleria Borghese, Rome. https://commons.wikimedia.org/wiki/File:Boy_with_a_Basket_of_Fruit-Caravaggio_(1593).jpg",,Image;Still Image,image/png,,Public domain,https://creativecommons.org/publicdomain/mark/1.0/,image,https://lh3.googleusercontent.com/d/1sXrlD1TUSRF7-jgtwHfzxveTnCUdV5AY,https://lh3.googleusercontent.com/d/1sXrlD1TUSRF7-jgtwHfzxveTnCUdV5AY,https://lh3.googleusercontent.com/d/1sXrlD1TUSRF7-jgtwHfzxveTnCUdV5AY,https://www.instagram.com/p/B4R5d0PHpkt/
coll034,Coconut Saviour,,,"As Pigafetta and his companions wound up their time in the islands of Southeast Asia, they loaded up on fresh coconuts. After receiving two at Homonhon Island in March he wrote about how a coconut tree provided bread, wine, oil and milk. The size of a human head, a nut has a green husk thicker than two fingers. Certain filaments in the husk make a cord with which to bind native boats. Under the husk is a hard shell thicker than a walnut's that is burned and made into a useful powder. [Medicinal] Under that shell is a white marrowy substance one finger in thickness eaten fresh with meat and fish as if it were bread. It tasted like almond to him; he explained it could be dried and eaten, too. In the middle of the marrowy substance is a clear, sweet, refreshing water. When that water stands for a while after having been collected, it congeals and becomes like an apple. He described making a butter-like oil by boiling coconut marrow and water that had putrefied (fermented). When they wish to make vinegar, they let pure coconut water ferment under the sun. He learned to make coconut milk by scraping the marrow, mixing it with its own water, then straining it through cloth. He was told one tree could live to be a hundred years old. A family of ten persons could live off two trees. Indeed he found Asia's tree of life.",Antonio Pigafetta; coconut; Homonhon Island,Magellan Menu,,,,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1C9PCnlFKXBTpigYWAS3Ja_roMmRFNhOJ,https://lh3.googleusercontent.com/d/1C9PCnlFKXBTpigYWAS3Ja_roMmRFNhOJ,https://lh3.googleusercontent.com/d/1C9PCnlFKXBTpigYWAS3Ja_roMmRFNhOJ,https://www.instagram.com/p/B4UinahnvVW/
coll035,Hungry for Home,,,"Pigafetta had been eating tropical Asian food since March 1521 when he entered Visayan waters. In the Philippines he learned to eat insular Southeast Asian style: seated on a mat instead of on a chair at a table. While some places had wooden or golden spoons, he knew eating with fingers (of only the right hand in Muslim areas) was common. Rulers had porcelain and gold plates and serving dishes. One ate coconut meat chunks or rice cooked as solid as bread. Rice was the desired cereal, a food eaten in Spain and Italy because Moors from the Near East had cultivated it when they ruled Spain. Everywhere there was swine, goat, poultry, fish. One had to carry them live and slaughter as needed. The crew did not have salt to preserve the cuts while they sailed, he wrote. All around the region were coconut, banana, possibly also sugarcane. Praus bartered firewood needed for cooking on board. Water could be bought in long bamboo tubes that needed to be stored upright. One needed attractive fabrics, hats, clothing, glass beads, and metal to exchange for food. Otherwise one used kidnapping for ransom, storming small villages, and capturing laden boats to secure food. The easterly winds they had been waiting for were blowing but they were unsure how to get home. Portuguese knew the route but they were the enemy and needed to be avoided at all costs. On December 21, 1521 Pigafetta headed off from Asia for Africa and Europe. They had been gone since August 10, 1519.",Antonio Pigafetta,Magellan Menu,,,"“India Que Orientalists decitur et el Insular Adiacentes” by William Blaeu, 1635.",,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1ZQ4WsYyTe4pnZ1tWTa6bFMJAKQwICnKi,https://lh3.googleusercontent.com/d/1ZQ4WsYyTe4pnZ1tWTa6bFMJAKQwICnKi,https://lh3.googleusercontent.com/d/1ZQ4WsYyTe4pnZ1tWTa6bFMJAKQwICnKi,https://www.instagram.com/p/B4WVctcntuv/
coll036,A Banana or Adam’s Briefs?,,,"Pigafetta recorded that banana was eaten in the Philippines. On March 18, 1521 natives gave some. He called the fruit FIGUE, fig. In Spanish fig is HIGUERA. The banana is called HIGUERA DE ADÁN, Adam’s fig. It was believed the banana caused humankind’s damnation (not the apple) and that Adam dressed in its leaves giving it another term, CALZONES or BRAGAS DE ADÁN, Adam’s underpants. It is claimed Spanish knew the banana before the 1492 voyage of Columbus. Arabs may have brought the banana from its cradle of origin, the Eastern Indies to Europe. The term banana traces perhaps to a West African word, BANAANA. The botanical may have been introduced to the American continents from Africa around 1516, just 3 years before Magallanes and Pigafetta sailed off on their voyage. New science has found, though, that banana was dispersed and cultivated in prehistory.",Banana; Fruit,Magellan Menu,,,"a painting by Lozano, 1847",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1MyxBk2Pfy37s2c1sPOQQMRRd7bj5JVWl,https://lh3.googleusercontent.com/d/1MyxBk2Pfy37s2c1sPOQQMRRd7bj5JVWl,https://lh3.googleusercontent.com/d/1MyxBk2Pfy37s2c1sPOQQMRRd7bj5JVWl,https://www.instagram.com/p/B24C8TbHx71/
coll037,Pigafetta Postlude,,,"Pigafetta's published eyewitness story about the first voyage around the world provides Philippine food writers with a baseline for ingredients and cooking procedures. His snippets also noted there was no great emperor lording over insular Southeast Asia; island kings fought each other even after intermarriage among their families; trade was an important factor for peace and political power; food was traded and given as gifts; feasting together could be a sign of friendship or a means to poison or hack away at guests. There was no campaign to make pagans Muslim. In Tidore, the crew killed all swine on board they had been keeping for food to please the Muslim King, their partner for securing clove and some nutmeg in the Moluccas. He gave them goats and poultry in exchange. It was known in the area and respected that Muslims did not like the looks and smells of pork. The provisions from Asia ran out. All the men on the carrack ""Victoria"" were starving as they reached Africa, but they refused to stop at Portuguese centres for food lest they be captured. The 18 who made it back to Sanlucar and Seville were emaciated. Their captain, Juan Sebastian Elcano (1476-1526), was rewarded by the king with gold ducats and a personal crest bearing the singular motto: Primus circumdedisti me. (You were the first to circumnavigate me.) His coat of arms is decorated with clove and cinnamon, appropriately. Ironically Elcano (and expedition leader Loaisa) died from malnutrition in the Pacific Ocean as they headed to the Moluccas in 1525. The epic story that is the human quest for food is fascinating!",Antonio Pigafetta; Juan Sebastian Elcano; Victoria; Tidore; Sanlucar; Seville; Moluccas,Magellan Menu,,,,,Image;Still Image,image/png,,,,image,https://lh3.googleusercontent.com/d/1OwSMHIw1FMiQ9hyu06a0EKNwuohRD37o,https://lh3.googleusercontent.com/d/1OwSMHIw1FMiQ9hyu06a0EKNwuohRD37o,https://lh3.googleusercontent.com/d/1OwSMHIw1FMiQ9hyu06a0EKNwuohRD37o,https://www.instagram.com/p/B4XE-VQHJRq/
coll038,Coconut Came First,,,"The Philippine vinegar first documented in a publication was the kind made of coconut. Pigafetta described it in March 1521. He explained how coconut water is naturally fermented, then placed in the sun till it becomes vinegar that to him resembled white wine. He also documented that Filipinos made wine (tuba) from both coconut and nipa palms. Vinegar is wine turned sour, so maybe there was also nipa vinegar but he did NOT write about it. So coconut vinegar is the earliest Philippine vinegar according to historical evidence. The image is the cover of a cookbook published in 1914 by the USA company, Franklin Baker Coconut Company, that in the 1920s would start the desiccated coconut export business of the Philippines, still worth millions.",Coconut; Coconut water,Magellan Menu,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1XUlH_CaTTJMRaQzKtZf35Cfpos5HR3Ly,https://lh3.googleusercontent.com/d/1XUlH_CaTTJMRaQzKtZf35Cfpos5HR3Ly,https://lh3.googleusercontent.com/d/1XUlH_CaTTJMRaQzKtZf35Cfpos5HR3Ly,https://www.instagram.com/p/B27-kQ_ncwf/
coll039,Make a Run for It,,,"Domesticated chickens could not escape when meant for sacrifice at pagan rituals such as during rice harvesting. Pigafetta didn’t know about it. But he learned chicken was eaten. At noon on Friday, March 22, 1521 native men brought coconut, sweet native oranges, a jar of palm wine and a cock that the expeditionary crew bought. They may have purchased a wild jungle fowl (Gallus bankiva) some historians think. Pigafetta recorded the local word for “galina” to be monoch. It is spelled manok in the languages of Bicol, Hiligaynon, Ilocano, Maranaw, Pangasinan, Cebuano, Samar-Leyte, Tagalog; manuk in Pampangan, Ivatan, Maguindanao; manu in Ibanag. In 1613, labuyo meant a wild mountain chicken in Tagalog. Filipinos have been eating chicken for millennia. Archaeologists of the Philippine National Museum found chicken bones at Butuan in Mindanao dating to the 11th and 12th centuries and at Cagayan of northern Luzon in Peñablanca that are 11,000 years old and Lallo, dated as 2,800 years old.",Labuyo; Chicken,Magellan Menu,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1uIP-MVGCBcktS7H5ZIbePIm5pm3WsXiO,https://lh3.googleusercontent.com/d/1uIP-MVGCBcktS7H5ZIbePIm5pm3WsXiO,https://lh3.googleusercontent.com/d/1uIP-MVGCBcktS7H5ZIbePIm5pm3WsXiO,https://www.instagram.com/p/B3A4_hkHzA0/
coll040,Broth Not Sauce!,,,"PIgafetta offers the first historical evidence that in the Philippines there was not only meat and fish roasting but the making of fish and pork dishes with BRODO. James Robertson’s translation of brodo into English is sauce. It is wrong and must be changed to BROTH, a thin liquid that could use water, coconut water, stock (from meat, poultry, fish, seafood, vegetables). In Italian today the word for gravy or sauce is fondo. Philippine cooking continues to value broths such as tinola, tola, sinigang, and other dishes with sabaw.",Brodo,Magellan Menu,,,The Philippine Islands edited by Blair and Robertson.,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1h5EESy5RJG27fpHxLOTZYGAK9v5FGomk,https://lh3.googleusercontent.com/d/1h5EESy5RJG27fpHxLOTZYGAK9v5FGomk,https://lh3.googleusercontent.com/d/1h5EESy5RJG27fpHxLOTZYGAK9v5FGomk,https://www.instagram.com/p/B3G5ClvntpT/
coll041,Can You Find the Word Gengibre,,,"Pigafetta recorded that Filipinos had roast fish cut into pieces, freshly gathered ginger, and [native] wine for supper. Europeans cooked with dried ginger, an expensive flavouring sourced in Asia. One wonders how Pigafetta related to the piquancy of fresh ginger. There was yet no chilli pepper recorded in the Philippines. The image is a detail of a Spanish Royal Decree of December 6, 1538. It permitted Juan de Oribe to grow ginger and other spices on Caribbean islands. GENGIBRE is on the 11th line from the top.",Ginger; Gengibre,Magellan Menu,,,"Archivo General de Indias in Seville, Spain",,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/16AqnP9vrpRuUVb_jSDvO9FKNMO6LCGCr,https://lh3.googleusercontent.com/d/16AqnP9vrpRuUVb_jSDvO9FKNMO6LCGCr,https://lh3.googleusercontent.com/d/16AqnP9vrpRuUVb_jSDvO9FKNMO6LCGCr,https://www.instagram.com/p/B3KRQ0MHpsU/
coll042,Poor Pigs,,,"Pigafetta and his crew-mates feasted on pork during their first Easter Sunday in Asia, still in central Philippine waters. That was on March 31, 1521. Easter is the major Christian feast. It celebrates how Jesus Christ died for the sake of his kind, people who believe in him and his church, allowing them life ever after. The native king sent Magallanes (Pigafetta’s boss) two swine for their meal. Thanks to archaeological work by the Philippine National Museum, we know pork was eaten by Filipino ancestors 7,000 years ago. It would have been hunted pig. The Ifugao of northern Philippines fault an overly curious Malimayu for interfering with a divine effort for zero hunger and that would have spared the lives of pigs and stopped hunting them forever. A piece of pork dripping with blood provided by a magical pig was suppose to give delicious meat always. That way only one wild pig would be sacrificed for the sake of its kind. But Malimayu was unfaithful to the instructions. She squeezed and wrung the pork till it had no more blood and died! So even today, pigs give their lives so people can live.",Easter Sunday; Asia; Pork,Magellan Menu,,,The Resurrection by Piero Della Francesca dated to 1463,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1fsmSzJos_ULnb_NdDiE0yESAxTmjH3ht,https://lh3.googleusercontent.com/d/1fsmSzJos_ULnb_NdDiE0yESAxTmjH3ht,https://lh3.googleusercontent.com/d/1fsmSzJos_ULnb_NdDiE0yESAxTmjH3ht,https://www.instagram.com/p/B3OF53oHiXq/
coll043,Drunk on Nipa Sap,,,"Pigafetta is the first to record a Philippine word for wine. In 1521 he wrote that the Cebuano word for vino (wine) was TUBA NIO NIPA. Tuba wine was made from distilling the juice of nipa, the only palm growing in water. The sap flowed from a cut made in a flower stalk (where the globular fruit would grow) conveniently located near the ground. A bamboo pitcher was hung on a joint till it filled with about 2 litres of sap that would ferment into intoxicating wine. Everyone drank too much almost everyday and slept so well that work was put off by Spanish and natives alike. Nipa, pronounced with slight differences, is the local term for “Nipa fruticans” in Indonesia, Malaysia, Antique, Cebu, Leyte, Panay, Samar, Camarines, Albay, Sorsogon, Pampanga, Pangasinan. In other parts of the Philippines it is called sasa or lasa. Into the 1920s nipa was considered a most important plant from an economic standpoint. It was not only still popular as an alcoholic drink but as vinegar. Nipa has feathery leaves stretching 7 meters high and sprouts from a root growing in soil under the waterline. The palm grew in dense clusters hard to penetrate and thus served as a defensive barrier when invaders rowed upstream. In Pangil Bay, Mindanao there was a 9,000 hectare area where nipa grew! North of Manila Bay, mangrove trees were replaced by nipa. Today, nipa forests need replanting. But are the rivers and streams healthy enough for them to survive?",Nipa; Tuba Nio Nipa; Tuba wine,Magellan Menu,,,,,Image;Still Image,image/jpeg,,,,image,https://lh3.googleusercontent.com/d/1qohofAs3Fg-6GOkACOMS2SYP5PxzEOC0,https://lh3.googleusercontent.com/d/1qohofAs3Fg-6GOkACOMS2SYP5PxzEOC0,https://lh3.googleusercontent.com/d/1qohofAs3Fg-6GOkACOMS2SYP5PxzEOC0,https://www.instagram.com/p/B3SATE3HsDD/
